order_date,Sales,simulated_sales,Profit,Segment,Region,Discount
2023-07-11,18.84,20.724,7.9128,SMB,EMEA,0.0
2023-06-05,8.64,9.504000000000001,2.5056,SMB,EMEA,0.0
2023-10-20,1633.188,1633.188,-1306.5504,Enterprise,EMEA,0.7
2023-11-19,19.76,21.736000000000004,8.2992,Enterprise,AMER,0.0
2021-08-08,6.608,6.608,2.2302,SMB,AMER,0.2
2021-08-08,7.28,7.28,2.73,SMB,AMER,0.2
2021-08-08,144.784,144.784,10.8588,SMB,AMER,0.2
2022-12-07,156.792,156.792,13.7193,SMB,AMER,0.2
2022-12-07,431.976,431.976,26.9985,SMB,AMER,0.2
2022-12-07,35.89,39.479000000000006,16.1505,SMB,AMER,0.0
2022-12-07,47.208,47.208,15.3426,SMB,AMER,0.2
2022-12-07,248.08,272.88800000000003,116.5976,SMB,AMER,0.0
2022-12-07,189.7,208.67000000000002,89.159,SMB,AMER,0.0
2022-12-07,59.808,59.808,19.4376,SMB,AMER,0.2
2023-03-26,90.99,100.089,14.5584,Strategic,EMEA,0.0
2023-03-26,1526.56,1679.2160000000001,427.4368,Strategic,EMEA,0.0
2023-03-26,368.97,405.8670000000001,40.5867,Strategic,EMEA,0.0
2023-11-20,305.01,335.511,76.2525,SMB,AMER,0.0
2023-11-20,18.7,20.57,7.106,SMB,AMER,0.0
2022-11-05,38.29,42.119,16.4647,SMB,AMER,0.0
2023-12-15,26.25,28.875000000000004,11.025,Enterprise,AMER,0.0
2023-12-15,64.96,64.96,22.736,Enterprise,AMER,0.2
2023-12-15,43.7,48.07000000000001,20.539,Enterprise,AMER,0.0
2023-11-13,41.6,41.6,13.0,Enterprise,AMER,0.2
2023-11-13,23.12,23.12,8.381,Enterprise,AMER,0.2
2023-11-13,113.888,113.888,9.9652,Enterprise,AMER,0.2
2023-11-13,113.568,113.568,-5.6784,Enterprise,AMER,0.2
2023-11-13,7.92,7.92,0.693,Enterprise,AMER,0.2
2023-11-13,671.984,671.984,50.3988,Enterprise,AMER,0.2
2022-08-19,39.99,43.989000000000004,11.5971,Strategic,EMEA,0.0
2023-06-28,191.646,191.646,31.941,Enterprise,EMEA,0.1
2023-05-05,2.313,2.313,-1.9275,SMB,AMER,0.7
2021-12-24,19.936,19.936,7.2268,SMB,AMER,0.2
2021-12-24,45.92,50.51200000000001,21.5824,SMB,AMER,0.0
2023-04-27,20.34,22.374000000000002,9.3564,Enterprise,AMER,0.0
2023-04-27,39.28,43.208000000000006,19.2472,Enterprise,AMER,0.0
2023-12-17,81.568,81.568,9.1764,Strategic,AMER,0.2
2023-12-17,97.184,97.184,6.074,Strategic,AMER,0.2
2023-12-17,24.32,24.32,8.208,Strategic,AMER,0.2
2023-12-17,18.96,20.856,7.584,Strategic,AMER,0.0
2020-12-27,32.952,32.952,-19.7712,SMB,APJ,0.6
2020-12-27,30.016,30.016,3.0016,SMB,APJ,0.2
2023-11-07,499.584,499.584,43.7136,SMB,EMEA,0.2
2023-11-07,31.104,31.104,10.8864,SMB,EMEA,0.2
2023-11-07,13.272,13.272,-10.6176,SMB,EMEA,0.7
2023-11-07,28.272,28.272,6.3612,SMB,EMEA,0.2
2023-11-07,259.136,259.136,-51.8272,SMB,EMEA,0.2
2023-12-17,10.8,11.880000000000003,5.184,SMB,APJ,0.0
2021-05-07,244.006,244.006,-31.3722,SMB,APJ,0.3
2021-05-07,15.936,15.936,5.3784,SMB,APJ,0.2
2023-12-05,188.552,188.552,-2.6936,Strategic,EMEA,0.3
2023-10-04,22.58,24.838,5.8708,SMB,EMEA,0.0
2020-01-14,545.94,600.5340000000001,87.3504,SMB,AMER,0.0
2021-06-12,20.736,20.736,7.2576,SMB,EMEA,0.2
2021-06-12,43.296,43.296,4.3296,SMB,EMEA,0.2
2020-07-12,123.136,123.136,13.8528,SMB,AMER,0.2
2020-07-12,11.264,11.264,3.8016,SMB,AMER,0.2
2020-12-06,53.424,53.424,4.6746,SMB,EMEA,0.2
2020-12-06,275.49,275.49,-170.8038,SMB,EMEA,0.5
2022-05-26,24.96,27.456000000000003,6.24,Enterprise,EMEA,0.0
2022-05-26,19.36,21.296,9.2928,Enterprise,EMEA,0.0
2022-05-26,1267.65,1394.4150000000002,152.118,Enterprise,EMEA,0.0
2022-02-21,12.99,14.289000000000001,0.7794,Strategic,AMER,0.0
2022-02-21,18.56,18.56,6.496,Strategic,AMER,0.2
2022-02-21,449.15,494.065,8.983,Strategic,AMER,0.0
2022-02-21,31.248,31.248,10.9368,Strategic,AMER,0.2
2022-10-03,61.44,67.584,16.5888,Strategic,EMEA,0.0
2023-03-12,895.92,985.5120000000001,421.0824,SMB,AMER,0.0
2022-09-10,55.36,55.36,18.684,SMB,AMER,0.2
2020-07-14,55.92,55.92,6.291,SMB,AMER,0.2
2020-06-21,24.896,24.896,8.4024,SMB,EMEA,0.2
2020-06-21,3.984,3.984,0.6474,SMB,EMEA,0.2
2020-06-21,95.968,95.968,28.7904,SMB,EMEA,0.2
2020-06-21,206.991,206.991,-172.4925,SMB,EMEA,0.7
2020-06-21,44.416,44.416,3.8864,SMB,EMEA,0.2
2020-06-21,9.006,9.006,-7.2048,SMB,EMEA,0.7
2021-07-05,19.0,20.900000000000002,8.93,Enterprise,AMER,0.0
2023-12-17,33.376,33.376,10.43,Enterprise,EMEA,0.2
2022-09-09,207.48,228.228,62.244,Enterprise,EMEA,0.0
2020-05-17,91.68,100.84800000000001,45.84,Enterprise,EMEA,0.0
2023-10-14,904.9,995.3900000000001,253.372,SMB,EMEA,0.0
2020-10-24,34.272,34.272,11.1384,SMB,AMER,0.2
2022-12-06,191.82,211.002,74.8098,SMB,EMEA,0.0
2022-07-26,243.88,243.88,27.4365,Strategic,AMER,0.2
2023-04-18,12.03,12.03,-9.223,Enterprise,EMEA,0.7
2023-04-18,2549.985,2549.985,-3399.98,Enterprise,EMEA,0.7
2023-04-18,21.594,21.594,-15.8356,Enterprise,EMEA,0.7
2023-04-18,8.964,8.964,-6.5736,Enterprise,EMEA,0.7
2023-04-18,20.736,20.736,7.2576,Enterprise,EMEA,0.2
2021-09-17,344.22,344.22,-103.266,Enterprise,EMEA,0.4
2022-08-24,727.296,727.296,-172.7328,Enterprise,APJ,0.2
2022-08-24,22.608,22.608,-10.1736,Enterprise,APJ,0.6
2022-08-24,666.4,666.4,-33.32,Enterprise,APJ,0.2
2021-11-08,5.04,5.5440000000000005,0.2016,SMB,EMEA,0.0
2021-11-08,92.94,102.23400000000001,41.823,SMB,EMEA,0.0
2021-11-08,66.69,73.35900000000001,22.0077,SMB,EMEA,0.0
2021-11-08,91.68,91.68,28.65,SMB,EMEA,0.2
2023-11-18,327.7328,327.7328,-14.4588,SMB,APJ,0.32
2021-11-08,52.272,52.272,17.6418,SMB,EMEA,0.2
2021-11-08,17.94,19.734,8.073,SMB,EMEA,0.0
2023-04-23,254.352,254.352,0.0,Enterprise,EMEA,0.2
2020-08-24,8.288,8.288,2.6936,Strategic,EMEA,0.2
2023-12-18,504.9,555.39,80.784,SMB,EMEA,0.0
2022-03-25,403.168,403.168,25.198,Strategic,EMEA,0.2
2021-09-21,194.32,213.752,31.0912,Strategic,AMER,0.0
2021-09-21,25.99,28.589000000000002,7.5371,Strategic,AMER,0.0
2022-11-22,195.136,195.136,-12.196,SMB,EMEA,0.2
2023-09-17,20.736,20.736,7.2576,Enterprise,EMEA,0.2
2021-06-11,53.7,59.07000000000001,10.203,SMB,EMEA,0.0
2021-06-11,36.26,39.886,16.6796,SMB,EMEA,0.0
2021-06-11,56.3,61.93,15.764,SMB,EMEA,0.0
2021-06-11,32.4,35.64,15.552,SMB,EMEA,0.0
2021-06-11,29.16,32.076,10.7892,SMB,EMEA,0.0
2023-10-04,171.288,171.288,-6.4233,Strategic,AMER,0.2
2022-05-06,16.72,16.72,3.344,SMB,EMEA,0.2
2023-09-12,12.96,14.256000000000002,6.2208,Enterprise,AMER,0.0
2023-09-12,22.18,24.398000000000003,10.8682,Enterprise,AMER,0.0
2023-09-12,2054.272,2054.272,256.784,Enterprise,AMER,0.2
2021-04-30,1022.97,1022.97,-255.7425,SMB,AMER,0.4
2023-11-07,13.9,15.290000000000001,3.614,Enterprise,EMEA,0.0
2023-11-07,26.38,29.018,12.1348,Enterprise,EMEA,0.0
2020-09-30,43.176,43.176,13.4925,SMB,AMER,0.2
2023-04-03,411.8,452.9800000000001,70.006,Enterprise,EMEA,0.0
2023-04-03,360.0,396.00000000000006,129.6,Enterprise,EMEA,0.0
2023-10-07,41.96,46.156000000000006,2.9372,Enterprise,APJ,0.0
2023-10-07,227.84,250.62400000000002,66.0736,Enterprise,APJ,0.0
2023-10-07,37.94,41.734,18.2112,Enterprise,APJ,0.0
2022-04-10,517.9,569.69,134.654,Enterprise,AMER,0.0
2022-04-10,5.28,5.808000000000001,2.4288,Enterprise,AMER,0.0
2021-08-28,2799.96,2799.96,874.9875,Strategic,APJ,0.2
2023-10-20,8.96,9.856000000000002,4.3008,Strategic,AMER,0.0
2023-10-20,31.5,34.650000000000006,15.12,Strategic,AMER,0.0
2023-10-20,30.56,33.616,10.3904,Strategic,AMER,0.0
2023-10-20,24.368,24.368,-3.3506,Strategic,AMER,0.2
2022-11-08,119.976,119.976,22.4955,Strategic,AMER,0.2
2023-03-04,26.88,26.88,9.744,SMB,APJ,0.2
2021-11-27,83.97,92.367,23.5116,Strategic,APJ,0.0
2021-11-27,104.97,115.46700000000001,7.3479,Strategic,APJ,0.0
2023-03-14,90.8,99.88000000000001,25.424,Enterprise,APJ,0.0
2023-03-14,140.736,140.736,49.2576,Enterprise,APJ,0.2
2023-03-14,214.95,236.445,88.1295,Enterprise,APJ,0.0
2023-03-14,45.36,49.896,21.7728,Enterprise,APJ,0.0
2023-03-14,288.24,317.064,138.3552,Enterprise,APJ,0.0
2023-12-01,663.936,663.936,82.992,Enterprise,AMER,0.2
2020-11-17,2934.33,3227.7630000000004,792.2691,Strategic,APJ,0.0
2020-11-17,124.41,136.851,14.9292,Strategic,APJ,0.0
2020-11-17,57.75,63.525000000000006,26.565,Strategic,APJ,0.0
2022-01-03,114.46,125.906,28.615,SMB,AMER,0.0
2021-10-03,120.666,120.666,18.4548,SMB,AMER,0.15
2020-07-20,342.864,342.864,38.5722,Enterprise,APJ,0.2
2020-07-20,16.74,16.74,-14.229,Enterprise,APJ,0.6
2020-07-20,981.372,981.372,-140.196,Enterprise,APJ,0.3
2020-05-21,31.84,35.024,10.5072,Enterprise,AMER,0.0
2023-09-05,12.96,14.256000000000002,6.2208,Enterprise,AMER,0.0
2023-09-05,43.176,43.176,15.1116,Enterprise,AMER,0.2
2023-05-28,58.34,64.174,28.0032,Enterprise,EMEA,0.0
2023-05-28,539.97,593.9670000000001,134.9925,Enterprise,EMEA,0.0
2020-01-29,3.928,3.928,1.3257,SMB,EMEA,0.2
2023-02-10,252.784,252.784,-417.0936,SMB,APJ,0.8
2023-02-10,127.984,127.984,15.998,SMB,APJ,0.2
2023-02-10,3.984,3.984,-2.6892,SMB,APJ,0.6
2023-02-10,12.992,12.992,-32.48,SMB,APJ,0.8
2023-04-01,61.0,67.10000000000001,25.62,Enterprise,EMEA,0.0
2023-04-01,671.93,739.123,188.1404,Enterprise,EMEA,0.0
2022-03-04,447.86,492.6460000000001,219.4514,SMB,APJ,0.0
2022-03-04,479.95,527.945,129.5865,SMB,APJ,0.0
2022-03-04,166.44,183.084,79.8912,SMB,APJ,0.0
2021-08-23,31.68,31.68,2.772,SMB,APJ,0.2
2021-08-23,10.368,10.368,3.6288,SMB,APJ,0.2
2021-08-23,12.032,12.032,2.256,SMB,APJ,0.2
2021-08-23,5.768,5.768,-13.5548,SMB,APJ,0.8
2023-04-28,33.12,33.12,11.592,Strategic,APJ,0.2
2023-04-28,220.2656,220.2656,-42.1096,Strategic,APJ,0.32
2023-04-15,10.776,10.776,3.5022,SMB,EMEA,0.2
2023-04-15,242.352,242.352,9.0882,SMB,EMEA,0.2
2023-12-23,695.16,764.676,34.758,Strategic,EMEA,0.0
2023-12-23,220.98,243.078,50.8254,Strategic,EMEA,0.0
2022-12-09,12.957,12.957,-9.5018,Enterprise,AMER,0.7
2023-03-24,25.68,28.248,11.556,SMB,EMEA,0.0
2022-07-26,15.712,15.712,5.6956,Strategic,APJ,0.2
2023-07-11,298.464,298.464,26.1156,Enterprise,APJ,0.2
2022-07-18,21.93,24.123,10.0878,SMB,EMEA,0.0
2022-07-18,242.94,267.23400000000004,4.8588,SMB,EMEA,0.0
2022-07-18,7.64,8.404,3.7436,SMB,EMEA,0.0
2022-07-18,51.84,57.02400000000001,25.4016,SMB,EMEA,0.0
2022-07-18,265.17,291.68700000000007,47.7306,SMB,EMEA,0.0
2022-08-24,837.6,837.6,62.82,SMB,AMER,0.2
2022-08-24,135.9,149.49,63.873,SMB,AMER,0.0
2022-08-24,34.68,38.148,16.9932,SMB,AMER,0.0
2022-08-24,532.704,532.704,-39.9528,SMB,AMER,0.2
2022-08-24,43.1,47.410000000000004,11.206,SMB,AMER,0.0
2022-08-24,15.88,17.468000000000004,0.1588,SMB,AMER,0.0
2021-06-11,1123.92,1123.92,-182.637,Strategic,EMEA,0.2
2021-06-11,249.584,249.584,31.198,Strategic,EMEA,0.2
2021-06-11,48.672,48.672,7.3008,Strategic,EMEA,0.2
2021-06-11,60.768,60.768,7.596,Strategic,EMEA,0.2
2021-06-11,78.6,78.6,-62.88,Strategic,EMEA,0.7
2021-06-11,3.768,3.768,-3.14,Strategic,EMEA,0.7
2021-06-11,1036.624,1036.624,51.8312,Strategic,EMEA,0.2
2021-06-11,563.808,563.808,21.1428,Strategic,EMEA,0.2
2023-09-09,258.528,258.528,-47.3968,SMB,EMEA,0.4
2023-10-03,49.12,54.032000000000004,23.0864,SMB,EMEA,0.0
2020-12-16,44.46,48.906000000000006,14.6718,Enterprise,AMER,0.0
2020-12-16,241.568,241.568,18.1176,Enterprise,AMER,0.2
2020-12-16,395.0,434.50000000000006,39.5,Enterprise,AMER,0.0
2020-12-16,627.168,627.168,70.5564,Enterprise,AMER,0.2
2020-08-24,13.28,14.608,6.3744,Strategic,EMEA,0.0
2020-08-24,12.672,12.672,4.4352,Strategic,EMEA,0.2
2023-11-13,30.56,30.56,-45.84,Enterprise,APJ,0.8
2023-11-13,77.952,77.952,-15.5904,Enterprise,APJ,0.2
2023-11-13,67.992,67.992,8.499,Enterprise,APJ,0.2
2023-11-13,12.224,12.224,4.4312,Enterprise,APJ,0.2
2023-11-13,44.784,44.784,-0.5598,Enterprise,APJ,0.2
2023-11-13,22.848,22.848,-17.7072,Enterprise,APJ,0.6
2021-04-25,206.43,227.07300000000004,90.8292,SMB,EMEA,0.0
2020-12-12,210.392,210.392,-336.6272,Strategic,APJ,0.8
2023-09-26,119.96,119.96,35.988,SMB,AMER,0.2
2023-09-26,10.608,10.608,0.9282,SMB,AMER,0.2
2022-09-06,347.802,347.802,-24.843,Strategic,APJ,0.3
2023-02-12,963.136,963.136,108.3528,Strategic,AMER,0.2
2023-02-12,88.776,88.776,7.7679,Strategic,AMER,0.2
2020-06-30,32.4,35.64,10.368,Strategic,AMER,0.0
2022-06-08,32.4,35.64,15.552,Enterprise,EMEA,0.0
2020-12-20,31.05,34.155,14.904,SMB,AMER,0.0
2021-12-15,2025.36,2025.36,607.608,SMB,AMER,0.2
2021-12-15,1799.994,1799.994,-2639.9912,SMB,AMER,0.7
2021-12-15,101.988,101.988,-16.998,SMB,AMER,0.4
2021-12-15,262.864,262.864,69.0018,SMB,AMER,0.2
2023-07-21,735.98,809.5780000000001,331.191,Strategic,EMEA,0.0
2020-08-03,93.024,93.024,33.7212,Enterprise,AMER,0.2
2021-08-24,284.364,284.364,-75.8304,Strategic,EMEA,0.4
2021-08-24,26.0,28.6,11.7,Strategic,EMEA,0.0
2022-03-27,67.64,67.64,5.9185,SMB,EMEA,0.2
2022-03-27,119.976,119.976,-17.9964,SMB,EMEA,0.2
2020-09-12,5.18,5.18,-8.029,SMB,APJ,0.8
2020-09-21,15.56,17.116000000000003,7.3132,SMB,AMER,0.0
2020-09-21,78.35,86.185,36.8245,SMB,AMER,0.0
2020-09-21,59.52,65.47200000000001,15.4752,SMB,AMER,0.0
2020-09-21,38.52,42.37200000000001,17.334,SMB,AMER,0.0
2020-09-21,239.984,239.984,23.9984,SMB,AMER,0.2
2020-09-21,19.35,21.285000000000004,9.4815,SMB,AMER,0.0
2022-10-30,67.0,73.7,32.16,SMB,AMER,0.0
2022-05-29,390.272,390.272,-24.392,Strategic,EMEA,0.2
2022-05-29,62.192,62.192,19.435,Strategic,EMEA,0.2
2023-12-22,23.88,26.268,11.2236,SMB,AMER,0.0
2022-03-22,3.168,3.168,-4.752,SMB,APJ,0.8
2022-03-22,528.43,528.43,0.0,SMB,APJ,0.3
2022-03-22,13.392,13.392,1.5066,SMB,APJ,0.2
2023-11-12,181.86,200.04600000000002,50.9208,SMB,AMER,0.0
2023-09-24,180.588,180.588,-240.784,SMB,EMEA,0.7
2023-09-24,47.984,47.984,0.5998,SMB,EMEA,0.2
2023-09-11,18.76,20.636000000000003,9.0048,SMB,EMEA,0.0
2023-12-06,20.94,23.034000000000002,6.0726,Strategic,EMEA,0.0
2023-12-06,58.68,64.548,18.1908,Strategic,EMEA,0.0
2023-12-06,254.9,280.39000000000004,68.823,Strategic,EMEA,0.0
2023-11-10,9.64,10.604000000000001,4.4344,Strategic,APJ,0.0
2023-11-10,826.62,909.282,355.4466,Strategic,APJ,0.0
2023-11-10,1633.14,1796.4540000000002,473.6106,Strategic,APJ,0.0
2023-11-10,544.38,598.8180000000001,157.8702,Strategic,APJ,0.0
2020-11-07,26.046,26.046,-44.2782,Strategic,APJ,0.8
2020-11-07,74.352,74.352,26.9526,Strategic,APJ,0.2
2023-03-13,69.93,76.92300000000002,32.1678,Strategic,APJ,0.0
2023-10-21,3.75,4.125,1.8,Strategic,AMER,0.0
2023-10-21,20.928,20.928,7.5864,Strategic,AMER,0.2
2021-12-27,12.672,12.672,-3.168,Enterprise,APJ,0.2
2023-10-03,65.99,72.589,17.1574,Strategic,EMEA,0.0
2023-06-05,6.37,6.37,-9.555,Strategic,APJ,0.8
2020-09-01,3.648,3.648,-6.0192,SMB,APJ,0.8
2020-09-01,31.104,31.104,10.8864,SMB,APJ,0.2
2022-08-09,23.34,25.674000000000003,0.2334,Enterprise,EMEA,0.0
2023-07-23,29.97,32.967,14.0859,Strategic,EMEA,0.0
2021-07-10,3.366,3.366,-2.244,SMB,AMER,0.7
2020-12-01,95.968,95.968,9.5968,SMB,EMEA,0.2
2023-12-19,18.704,18.704,2.338,Strategic,EMEA,0.2
2020-05-18,149.232,149.232,3.7308,SMB,AMER,0.2
2020-05-18,15.936,15.936,5.7768,SMB,AMER,0.2
2020-11-10,601.536,601.536,60.1536,SMB,AMER,0.2
2020-11-10,10.99,12.089,4.2861,SMB,AMER,0.0
2020-11-10,39.88,43.86800000000001,11.1664,SMB,AMER,0.0
2020-11-10,62.24,68.46400000000001,28.008,SMB,AMER,0.0
2020-11-10,53.2,58.52000000000001,14.896,SMB,AMER,0.0
2020-11-10,39.84,43.824000000000005,18.3264,SMB,AMER,0.0
2022-01-09,349.95,384.945,118.983,Strategic,AMER,0.0
2022-01-09,377.928,377.928,141.723,Strategic,AMER,0.2
2023-09-23,13.392,13.392,5.022,Strategic,APJ,0.2
2023-09-23,11.228,11.228,-18.5262,Strategic,APJ,0.8
2020-12-23,207.24,227.96400000000003,58.0272,SMB,APJ,0.0
2022-05-27,1.504,1.504,0.1692,Strategic,EMEA,0.2
2022-05-27,34.848,34.848,6.534,Strategic,EMEA,0.2
2023-07-09,75.18,82.69800000000001,35.3346,SMB,AMER,0.0
2020-05-13,149.97,164.967,52.4895,SMB,AMER,0.0
2023-11-11,931.176,931.176,314.2719,Strategic,EMEA,0.2
2023-11-11,430.88,473.968,124.9552,Strategic,EMEA,0.0
2021-10-02,94.85,104.33500000000001,45.528,Strategic,AMER,0.0
2021-10-02,51.12,56.232,23.004,Strategic,AMER,0.0
2021-10-02,90.0,99.00000000000001,32.4,Strategic,AMER,0.0
2020-10-02,9.408,9.408,3.4104,Strategic,AMER,0.2
2020-10-02,4.672,4.672,1.46,Strategic,AMER,0.2
2020-10-02,318.4,318.4,107.46,Strategic,AMER,0.2
2020-10-02,12.768,12.768,4.6284,Strategic,AMER,0.2
2020-10-02,15.36,15.36,-3.264,Strategic,AMER,0.2
2020-10-02,230.376,230.376,20.1579,Strategic,AMER,0.2
2020-10-02,7.16,7.16,-0.0895,Strategic,AMER,0.2
2020-08-11,375.34,412.874,18.767,SMB,EMEA,0.0
2023-09-02,114.9,126.39000000000001,39.066,SMB,EMEA,0.0
2023-04-17,26.046,26.046,-44.2782,SMB,APJ,0.8
2023-04-17,2.896,2.896,-4.7784,SMB,APJ,0.8
2023-04-17,32.544,32.544,-7.7292,SMB,APJ,0.2
2022-04-25,3.984,3.984,1.3944,SMB,AMER,0.2
2022-01-15,181.797,181.797,-15.5826,SMB,EMEA,0.3
2022-05-03,44.94,49.434000000000005,12.5832,SMB,EMEA,0.0
2022-05-03,45.576,45.576,15.9516,SMB,EMEA,0.2
2022-11-21,318.43,318.43,-77.333,Strategic,APJ,0.3
2022-11-21,122.92,122.92,46.095,Strategic,APJ,0.2
2022-11-21,7.068,7.068,-2.8272,Strategic,APJ,0.6
2022-02-01,56.45,62.095000000000006,14.677,Strategic,EMEA,0.0
2023-04-01,13.468,13.468,-22.8956,SMB,APJ,0.8
2023-12-02,219.8,219.8,24.7275,SMB,APJ,0.2
2023-12-02,317.058,317.058,-18.1176,SMB,APJ,0.3
2023-12-11,49.08,53.988,4.908,Strategic,AMER,0.0
2023-12-11,324.9,357.39,38.988,Strategic,AMER,0.0
2023-12-11,18.24,20.064,5.2896,Strategic,AMER,0.0
2022-09-18,113.888,113.888,9.9652,Enterprise,AMER,0.2
2022-09-18,105.584,105.584,7.9188,Enterprise,AMER,0.2
2022-12-24,24.85,27.335000000000004,11.6795,Strategic,AMER,0.0
2023-04-18,60.312,60.312,5.2773,SMB,EMEA,0.2
2023-10-28,7.056,7.056,2.205,Enterprise,APJ,0.2
2023-10-28,27.184,27.184,2.0388,Enterprise,APJ,0.2
2022-07-09,107.984,107.984,9.4486,SMB,AMER,0.2
2022-07-09,19.296,19.296,6.03,SMB,AMER,0.2
2021-08-09,4.608,4.608,1.6704,Strategic,EMEA,0.2
2022-12-10,79.974,79.974,-29.3238,Strategic,EMEA,0.4
2022-12-10,2.946,2.946,-2.0622,Strategic,EMEA,0.7
2022-11-14,3.136,3.136,-4.704,Enterprise,APJ,0.8
2020-11-14,20.736,20.736,7.2576,Strategic,APJ,0.2
2020-11-17,99.98,109.97800000000001,7.9984,Strategic,AMER,0.0
2020-11-17,733.95,807.3450000000001,352.296,Strategic,AMER,0.0
2020-11-17,241.44,265.584,72.432,Strategic,AMER,0.0
2022-03-05,10.08,10.08,3.528,Strategic,EMEA,0.2
2020-10-11,281.904,281.904,10.5714,SMB,EMEA,0.2
2020-10-11,201.432,201.432,67.9833,SMB,EMEA,0.2
2020-05-22,135.98,149.578,33.995,SMB,EMEA,0.0
2020-05-22,44.95,49.44500000000001,12.586,SMB,EMEA,0.0
2020-07-15,2.97,3.2670000000000003,1.3068,Strategic,EMEA,0.0
2020-07-15,6.54,7.194000000000001,2.6814,Strategic,EMEA,0.0
2021-12-27,7.92,8.712,3.4848,Strategic,AMER,0.0
2021-02-09,203.92,203.92,22.941,SMB,AMER,0.2
2023-05-09,3359.952,3359.952,1049.985,Enterprise,AMER,0.2
2023-11-03,18.24,20.064,9.12,Strategic,APJ,0.0
2023-11-03,27.78,30.558000000000003,9.1674,Strategic,APJ,0.0
2020-04-05,22.96,25.256000000000004,7.5768,Strategic,EMEA,0.0
2020-04-05,28.99,31.889,8.4071,Strategic,EMEA,0.0
2020-04-05,12.96,14.256000000000002,6.3504,Strategic,EMEA,0.0
2020-04-05,22.96,25.256000000000004,6.6584,Strategic,EMEA,0.0
2020-04-05,4164.05,4580.455000000001,83.281,Strategic,EMEA,0.0
2020-09-17,47.984,47.984,13.1956,SMB,EMEA,0.2
2020-09-17,4.624,4.624,1.6762,SMB,EMEA,0.2
2020-09-30,15.24,16.764000000000003,5.1816,Strategic,EMEA,0.0
2020-09-12,63.924,63.924,-46.8776,SMB,AMER,0.7
2023-02-21,6.56,7.216,1.9024,Enterprise,APJ,0.0
2023-02-21,13.11,14.421000000000001,3.4086,Enterprise,APJ,0.0
2021-12-13,494.376,494.376,49.4376,SMB,AMER,0.2
2021-12-13,29.2,29.2,9.855,SMB,AMER,0.2
2021-12-13,248.85,273.735,27.3735,SMB,AMER,0.0
2021-12-13,36.24,39.864000000000004,15.2208,SMB,AMER,0.0
2022-10-31,11.68,12.848,3.504,SMB,AMER,0.0
2020-12-26,11.91,13.101,0.1191,SMB,AMER,0.0
2020-12-26,3.48,3.8280000000000003,1.1136,SMB,AMER,0.0
2020-08-15,30.96,30.96,-52.632,SMB,APJ,0.8
2023-10-02,1704.89,1875.3790000000004,767.2005,Enterprise,EMEA,0.0
2021-05-23,19.194,19.194,-12.796,SMB,AMER,0.7
2021-05-23,121.792,121.792,13.7016,SMB,AMER,0.2
2023-11-17,1919.976,1919.976,215.9973,Strategic,AMER,0.2
2020-11-18,50.997,50.997,-40.7976,SMB,EMEA,0.7
2020-11-18,76.792,76.792,-16.3183,SMB,EMEA,0.2
2020-11-18,539.964,539.964,-107.9928,SMB,EMEA,0.4
2020-11-18,60.312,60.312,5.2773,SMB,EMEA,0.2
2020-11-18,1.944,1.944,-1.4256,SMB,EMEA,0.7
2020-12-30,12.984,12.984,4.7067,Strategic,APJ,0.2
2020-12-30,217.584,217.584,19.0386,Strategic,APJ,0.2
2020-12-30,328.776,328.776,28.7679,Strategic,APJ,0.2
2020-12-30,2.286,2.286,-3.6576,Strategic,APJ,0.8
2020-12-30,47.984,47.984,14.3952,Strategic,APJ,0.2
2021-11-05,25.344,25.344,8.8704,Strategic,EMEA,0.2
2022-09-18,232.4,232.4,78.435,SMB,EMEA,0.2
2022-03-21,86.45,95.09500000000001,38.038,Strategic,EMEA,0.0
2020-09-27,603.92,603.92,45.294,SMB,AMER,0.2
2020-09-27,81.98,90.17800000000001,40.1702,SMB,AMER,0.0
2023-12-25,271.764,271.764,48.3136,SMB,EMEA,0.1
2023-12-25,14.376,14.376,4.8519,SMB,EMEA,0.2
2023-11-11,341.96,341.96,-427.45,Strategic,APJ,0.6
2021-09-11,181.35,199.485,48.9645,SMB,AMER,0.0
2021-09-11,8.64,9.504000000000001,4.2336,SMB,AMER,0.0
2020-12-20,43.512,43.512,3.8073,SMB,EMEA,0.2
2020-12-20,662.88,662.88,74.574,SMB,EMEA,0.2
2020-12-20,25.92,25.92,9.072,SMB,EMEA,0.2
2021-07-23,68.94,75.834,20.682,Enterprise,EMEA,0.0
2021-07-23,128.82,141.702,50.2398,Enterprise,EMEA,0.0
2020-11-11,896.99,896.99,-1480.0335,SMB,APJ,0.8
2020-11-11,1.234,1.234,-1.9744,SMB,APJ,0.8
2020-11-11,67.56,67.56,6.756,SMB,APJ,0.2
2020-11-11,21.72,21.72,7.8735,SMB,APJ,0.2
2020-11-11,262.336,262.336,95.0968,SMB,APJ,0.2
2020-11-11,148.48,148.48,16.704,SMB,APJ,0.2
2020-11-11,241.176,241.176,15.0735,SMB,APJ,0.2
2023-12-15,227.976,227.976,28.497,Enterprise,APJ,0.2
2023-12-15,52.68,52.68,19.755,Enterprise,APJ,0.2
2023-12-15,2.032,2.032,-1.3208,Enterprise,APJ,0.6
2023-08-22,17.12,18.832000000000004,4.9648,SMB,AMER,0.0
2023-08-22,431.968,431.968,37.7972,SMB,AMER,0.2
